frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1540446512.051010000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446512.101436000	83	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			49519	53									
1540446512.101896000	111	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			49519	53	3	0							
1540446512.164005000	72	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			60393	53									
1540446512.164514000	100	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			60393	53	3	0							
1540446512.292539000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446512.343125000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446512.550550000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446512.790287000	72	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	114.114.114.114			35021	53									
1540446512.790762000	100	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			35021	53	3	0							
1540446512.859044000	73	00:ec:04:56:93:03	4c:09:d4:c6:12:7b	192.168.2.126	192.168.2.1			3126	53									
1540446512.876219000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2530	53									
1540446512.961365000	80	50:c7:bf:1c:9c:a6	4c:09:d4:c6:12:7b	192.168.2.117	192.168.2.1			36109	53									
1540446513.047569000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446513.049191000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446513.059142000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	114.215.137.159	33968	443											
1540446513.059280000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	104.199.156.58	57885	80											
1540446513.059281000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	61.188.37.216	57607	8000											
1540446513.059282000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	46.137.188.54	54244	80											
1540446513.059442000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	122.248.234.207	40695	8080											
1540446513.059665000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	33968	443			3	0							
1540446513.059958000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	57885	80			3	0							
1540446513.068253000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	50.19.254.134	51437	21047											
1540446513.309184000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1259	53									
1540446513.340884000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446513.353363000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1260	53									
1540446513.419711000	78	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	192.168.2.1			45931	53									
1540446513.550203000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446513.573401000	105	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2533	53									
1540446513.575671000	105	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2533									
1540446513.693550000	77	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2533	53									
1540446513.797565000	60	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6									1	4c:09:d4:c6:12:7b	192.168.2.1	00:00:00:00:00:00	192.168.2.108		
1540446513.797964000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446513.798125000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446513.798127000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446513.798128000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446513.798129000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446513.798465000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446513.798792000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446513.798998000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446513.799081000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b									2	5c:cf:7f:05:f2:c6	192.168.2.108	4c:09:d4:c6:12:7b	192.168.2.1		
1540446513.855146000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2534	53									
1540446513.857298000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2534									
1540446513.886964000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2534	53									
1540446513.889754000	71	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	192.168.2.1			59071	53									
1540446514.051294000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	37148	8280											
1540446514.051382000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	37708	80											
1540446514.068655000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446514.076846000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446514.292610000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446514.297857000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446514.298045000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446514.298046000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446514.298048000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446514.298050000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446514.308986000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1260	53									
1540446514.340840000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446514.355872000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1260	53									
1540446514.552658000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446514.576206000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	37708	80											
1540446514.576265000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	37148	8280											
1540446514.576738000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	37708	80			3	0							
1540446514.801187000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446514.801356000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446514.801358000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446514.801359000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446514.801361000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446514.869936000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2531	53									
1540446515.075546000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	37708	80											
1540446515.075549000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	37148	8280											
1540446515.078149000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446515.080455000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446515.304387000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446515.313408000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446515.313555000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446515.313557000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446515.313558000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446515.350746000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446515.352817000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1260	53									
1540446515.461325000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50714	80											
1540446515.461827000	102	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109	50714	80			3	0							
1540446515.559061000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446515.575442000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	37708	80											
1540446515.575505000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	37148	8280											
1540446515.575965000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	37708	80			3	0							
1540446515.581365000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50716	80											
1540446515.581844000	102	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109	50716	80			3	0							
1540446515.699964000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50717	80											
1540446515.700448000	102	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109	50717	80			3	0							
1540446515.797449000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446515.797617000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446515.797619000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446515.797620000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446515.797622000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446515.832157000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50718	80											
1540446515.832717000	102	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109	50718	80			3	0							
1540446515.880819000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2535	53									
1540446515.882978000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2535									
1540446515.896491000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2535	53									
1540446515.926336000	86	4c:09:d4:c6:12:7b	33:33:00:00:00:01														fe80::1	ff02::1
1540446515.950327000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50719	80											
1540446515.950836000	102	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109	50719	80			3	0							
1540446516.070321000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50720	80											
1540446516.088282000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446516.090123000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446516.114223000	70	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			42387	53									
1540446516.114729000	98	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			42387	53	3	0							
1540446516.293624000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446516.297816000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446516.297956000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446516.297957000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446516.297980000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446516.298121000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446516.351883000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446516.407655000	75	50:c7:bf:1c:9c:c6	4c:09:d4:c6:12:7b	192.168.2.119	192.168.2.1			58567	53									
1540446516.550138000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446516.675964000	76	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	192.168.2.1			38477	53									
1540446516.797650000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446516.797836000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446516.797837000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446516.797839000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446516.797841000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446516.798125000	110	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108			32761	10240	3	0							
1540446516.891381000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2532	53									
1540446516.980607000	73	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			45450	53									
1540446516.981065000	101	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			45450	53	3	0							
1540446517.068532000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	61.188.37.216	57607	8000											
1540446517.068651000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	46.137.188.54	54244	80											
1540446517.068653000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	122.248.234.207	40695	8080											
1540446517.069058000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	57607	8000			3	0							
1540446517.069354000	74	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	119.29.29.29	50720	80											
1540446517.069357000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	54244	80			3	0							
1540446517.069548000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	40695	8080			3	0							
1540446517.069877000	102	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109	50720	80			3	0							
1540446517.075613000	82	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	192.168.2.1			44284	53									
1540446517.078060000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	50.19.254.134	51437	21047											
1540446517.078534000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	51437	21047			3	0							
1540446517.095329000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446517.096980000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446517.111243000	83	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			40921	53									
1540446517.111753000	111	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			40921	53	3	0							
1540446517.185721000	72	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			56368	53									
1540446517.186166000	100	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			56368	53	3	0							
1540446517.186308000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	203.69.81.91	54353	80											
1540446517.187462000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	210.61.248.232	33875	80											
1540446517.190409000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	42.99.254.162	57467	80											
1540446517.194536000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	61.188.37.216	59308	8000											
1540446517.195013000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	59308	8000			3	0							
1540446517.209334000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	61.220.62.219	42724	80											
1540446517.209699000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	122.226.84.253	47201	443											
1540446517.209805000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	46.137.188.54	47901	80											
1540446517.209806000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	122.248.234.207	54774	8080											
1540446517.209923000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	50.19.254.134	60065	21047											
1540446517.210142000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	47201	443			3	0							
1540446517.210485000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	47901	80			3	0							
1540446517.210748000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	54774	8080			3	0							
1540446517.210960000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	60065	21047			3	0							
1540446517.301398000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446517.301422000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446517.301581000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446517.301583000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446517.301584000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446517.302081000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	50.19.254.134	52349	443											
1540446517.302167000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	46.137.188.54	47905	80											
1540446517.302169000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	61.188.37.216	59315	8000											
1540446517.302350000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	74.125.31.99	49067	80											
1540446517.302521000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	52349	443			3	0							
1540446517.311669000	88	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1260	53									
1540446517.357207000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1261	53									
1540446517.358891000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446517.550231000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446517.797495000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	50.19.254.134			32761	10240									
1540446517.797497000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.248.234.207			32761	10240									
1540446517.797663000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	46.137.188.54			32761	10240									
1540446517.797665000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	122.226.84.253			32761	10240									
1540446517.797666000	82	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	61.188.37.216			32761	10240									
1540446517.801220000	72	3c:33:00:98:ee:fd	4c:09:d4:c6:12:7b	192.168.2.110	8.8.8.8			57961	53									
1540446517.801715000	100	4c:09:d4:c6:12:7b	3c:33:00:98:ee:fd	192.168.2.1	192.168.2.110			57961	53	3	0							
1540446517.871977000	117	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2536	53									
1540446517.874266000	117	4c:09:d4:c6:12:7b	00:16:6c:7f:82:20	192.168.2.1	192.168.2.115			53	2536									
1540446517.905971000	84	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2536	53									
1540446518.102205000	74	40:8d:5c:4b:99:1d	3c:33:00:98:ee:fd	192.168.2.101	192.168.2.110					8	0							
1540446518.104844000	74	3c:33:00:98:ee:fd	40:8d:5c:4b:99:1d	192.168.2.110	192.168.2.101					0	0							
1540446518.183876000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	203.69.81.91	54353	80											
1540446518.184347000	102	4c:09:d4:c6:12:7b	34:c3:d2:e0:fc:c9	192.168.2.1	192.168.2.113	54353	80			3	0							
1540446518.188635000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	42.99.254.162	57467	80											
1540446518.188637000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	61.220.62.219	42724	80											
1540446518.200158000	74	34:c3:d2:e0:fc:c9	4c:09:d4:c6:12:7b	192.168.2.113	210.61.248.232	33875	80											
1540446518.292764000	60	00:14:1c:28:d6:06	01:80:c2:00:00:00															
1540446518.296480000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	46.137.188.54	47905	80											
1540446518.296580000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	61.188.37.216	59315	8000											
1540446518.296582000	74	e0:b9:4d:08:71:23	4c:09:d4:c6:12:7b	192.168.2.112	74.125.31.99	49067	80											
1540446518.296980000	102	4c:09:d4:c6:12:7b	e0:b9:4d:08:71:23	192.168.2.1	192.168.2.112	47905	80			3	0							
1540446518.309267000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1261	53									
1540446518.367210000	86	34:ea:34:f1:04:83	4c:09:d4:c6:12:7b	192.168.2.104	192.168.2.1			1261	53									
1540446518.370653000	60	3c:33:00:98:ee:fd	ff:ff:ff:ff:ff:ff									1	3c:33:00:98:ee:fd	192.168.2.110	00:00:00:00:00:00	192.168.2.106		
1540446518.430006000	60	48:02:2e:01:83:15	4c:09:d4:c6:12:7b									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.1		
1540446518.430290000	60	4c:09:d4:c6:12:7b	48:02:2e:01:83:15									2	4c:09:d4:c6:12:7b	192.168.2.1	48:02:2e:01:83:15	192.168.2.109		
1540446518.444172000	78	48:02:2e:01:83:15	4c:09:d4:c6:12:7b	192.168.2.109	114.114.114.114			59256	53									
1540446518.444623000	106	4c:09:d4:c6:12:7b	48:02:2e:01:83:15	192.168.2.1	192.168.2.109			59256	53	3	0							
1540446518.550845000	60	48:02:2e:01:83:15	ff:ff:ff:ff:ff:ff									1	48:02:2e:01:83:15	192.168.2.109	00:00:00:00:00:00	192.168.2.106		
1540446518.690391000	77	00:16:6c:7f:82:20	4c:09:d4:c6:12:7b	192.168.2.115	192.168.2.1			2533	53									
1540446518.701093000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.24.43.67	36821	80											
1540446518.701133000	60	5c:cf:7f:05:f2:c6	4c:09:d4:c6:12:7b	192.168.2.108	52.25.66.250	37486	8280											
1540446518.701572000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	36821	80			3	0							
1540446518.701836000	86	4c:09:d4:c6:12:7b	5c:cf:7f:05:f2:c6	192.168.2.1	192.168.2.108	37486	8280			3	0							
